id,authors,title,venue_name,venue_vol,venue_date
ruby1991,Ruby; and Kibler,Learning subgoal sequences for planning.,In Proceedings of AAAI-91.,,
ruby1991,Ruby; and Kibler,Learning subgoal sequences for planning.,In Proceedings of AAAI-91.,,
ruby1991,Ruby; and Kibler,Learning subgoal sequences for planning.,In Proceedings of AAAI-91.,,
ruby1991a,Ruby; Kibler,SteppingStone: An empirical and analytical evaluation.,In Proceedings of the Ninth National Conference on Artificial Intelligence.,,
ruby1991a,Ruby; Kibler,SteppingStone: An empirical and analytical evaluation.,Proceedings of the Ninth National Conference on Artificial Intelligence.,,
ruby1992,Ruby; and Kibler,Learning episodes for optimization.,In Machine Learning : proceedings of the Ninth International Workshop (ML92),,
ruby1992,David Ruby and Dennis Kibler.,Learning Episodes for Optimization.,In Machine Learning : proceedings of the Ninth International Workshop (ML92),,
ruby1992,David Ruby and Dennis Kibler.,Learning Episodes for Optimization.,In Machine Learning : proceedings of the Ninth International Workshop (ML92),,
ruby1992,David Ruby and Dennis Kibler.,Learning episodes for optimization.,In Machine Learning : proceedings of the Ninth International Workshop (ML92),,
rudy1992,Rudy; Kibler,Learning episodes for optimization.,Proceedings of the Ninth International Conference on Machine Learning,,
skiblics1996,Suzanne Skiblics; Edward J. Klimas; and David A. Thomas.,Smalltalk with Style.,,,
standish1976,T. A. Standish; D. C. Harriman; D. F. Kibler; and J. M. Neighbors,"The Irvine Program Transformation Catalogue,",,,
webber1994,Townsend-Webber; T. and Kibler,Instance-based prediction of continuous values.,AAAI Workshop on Case-based Reasoning.,,
weber1994,Townsend-Weber; and Kibler,Instance-based prediction of continuous values.,Proceedings of the 1994 AAAI Workshop on Case-Based Reasoning,,
weber1994,Townsend-Weber; and Kibler,Instance-based prediction of continuous values.,Proceedings of the 1994 AAAI Workshop on Case-Based Reasoning,,
weber1994,Townsend-Weber; and Kibler,Instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,
weber1994,Townsend-Weber; and Kibler,Instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,
weber1994,Townsend-Weber; and Kibler,Instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,
weber1994,Townsend-Weber; and Kibler,Instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,
weber1994,Townsend-Weber; and Kibler,Instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,
weber1994,Townsend-Weber; and Kibler,Instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,
weber1994,Townsend-Weber; and Kibler,Instance-based prediction of continuous values.,Case-Based Reasoning: Papers from the 1994 Workshop,,
weber1994,Townsend-Weber; and Kibler,Instance-based prediction of continuous values.,Case-Based Reasoning: Papers from the 1994 Workshop,,
aha1987,Aha; D. and Kibler,Learning Representative Exemplars of Concepts: An Initial Case Study.,In Proceedings of the Fourth International Conference on Machine Learning,,
aha1987,Aha; D. and Kibler,Learning Representative Exemplars of Concepts: An Initial Case Study.,In Proceedings of the Fourth International Conference on Machine Learning,,
aha1987,Aha; D. and Kibler,Learning Representative Exemplars of Concepts: An Initial Case Study.,In Proceedings of the Fourth International Conference on Machine Learning,,
aha1987,D. Kibler and D. W. Aha.,Learning representative exemplars of concepts: An initial case study.,In Proceedings of the Fourth International Workshop on Machine Learning,,
aha1987,D. Kibler and D.W. Aha,Learning representative examples of concepts: an initial case study.,Proceedings of the Fourth International Workshop on Machine Learning,,
aha1987,Dennis Kibler and David W. Aha.,"Learning representative exemplars of concepts: an initial case study. In P. Langley, editor,",Proc. 4th International Workshop on Machine Learning,,
kibler1988a,D. Kibler and D. W. Aha,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",Proceedings of 3rd European Working Session on Learning,,
kibler1988a,D. Kibler and D. W. Aha,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",Proceedings of 3rd European Working Session on Learning,,
kibler1988a,D. Kibler and D. W. Aha,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",Proceedings of 3rd European Working Session on Learning,,
kibler1988a,D. Kibler and D. W. Aha,"Comparing Instance Averaging and Instance Filtering Learning Algorithms,",Proceedings of 3rd European Working Session on Learning,,
aha1991,D. Aha; D. Kibler; and M. Albert.,Instance-Based Learning Algorithms.,Machine Learning,6(1),
aha1991,D. Aha; D. Kibler; and M. Albert.,Instance-Based Learning Algorithms.,Machine Learning,6(1),
aha1991,D. Aha; D. Kibler; and M. Albert.,Instance-Based Learning Algorithms.,Machine Learning,6(1),
aha1991,D.W. Aha; D. Kibler; and M.K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,David W. Aha; Dennis Kibler; and Mark K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,David W. Aha; Dennis Kibler; and Mark K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; D. Kibler; and M. Albert.,Instance-based learning algorithms.,Machine Learning,7,
aha1991,Aha; D. W.; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6:,
aha1991,Aha; D. W.; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6:,
aha1991,Aha; D. W.; Kibler; D. and Albert,Instance-Based Learning Algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; Kibler; D. and Albert,Instance-Based Learning Algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,Aha; D. W.; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,Aha; D. W.; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,Aha; D. W.; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,Aha; D. W.; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,Aha; D. W.; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,Aha; D. W.; Kibler; D.; and Albert,Instance-based Learning Algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; Kibler; D.; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; Kibler; D.; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; Kibler; D.; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; Kibler; D.; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; Kibler; D.; and Albert,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,Aha; D. W.; Kibler; D.; and Albert,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,Aha; D. W.; Kibler; D.; and Albert,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,Aha; D. W.; Kibler; Albert,Instance-based learning algorithms.,Mac hine Learning,6:,
aha1991,Aha; D. Kibler; and M. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; Kibler; D. and Albert,Instance-Based Learning Algorithms.,Machine Learning,6,
aha1991,Aha; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6 (1),
aha1991,Aha; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; Kibler; and Albert,Instance-Based Learning Algorithms.,Machine Learning,6,
aha1991,Aha; Kibler; and Albert,Instance-Based Learning Algorithms.,Machine Learning,6,
aha1991,Aha; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,Aha; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,7,
aha1991,Aha; D.; Kibler; D.; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; D.; Kibler; D.; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; Kibler; and Albert,"Instance-based learning algorithms,",Machine Learning,6,
aha1991,Aha; Kibler; and Albert,"Instance-based learning algorithms,",Machine Learning,6,
aha1991,Aha; D.W.; Kibler; D.; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler and M. K. Albert.,(1991) Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,David W. Aha; Dennis Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6:,
aha1991,Aha; D. W.; Kibler; D.; and Albert,Instance-based Learning Algorithms.,Machine Learning,6,
aha1991,Aha; D. W.; Kibler; D.; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D Aha; D Kibler; and M Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D W Aha; D Kibler; and M K Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. Aha; D. Kibler; and M. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. Aha; D. Kibler; and M. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instancebased learning algorithms.,Machine Learning,6(1),
aha1991,D.W. Aha; D. Kibler; and M.K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D.W. Aha; D. Kibler; and M.K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D.W. Aha; D. Kibler; and M.K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,David W. Aha; Dennis Kibler; and Marc K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,David W. Aha; Dennis Kibler; and Marc K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,David W. Aha; Dennis Kibler; and Marc K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. Albert.,Instance-based learning algorithms.,Machine Learning,6:,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-Based Learning Algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-Based Learning Algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D.W. Aha; D. Kibler and M.K. Albert,. Instance-Based Learning Algorithms.,Machine Learning,6,
aha1991,D. Aha and D. Kibler.,Noise-tolerant instance-based learning algorithms.,Machine Learning,8:,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,David W. Aha; Dennis Kibler; and Marc K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D W Aha; D Kibler; and M K Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. Aha; D. Kibler; and M. Albert.,Instance-based learning algorithms.,Machine Learning,6:,
aha1991,D. W. Aha; D. Kibler; and J. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,David W. Aha; Dennis Kibler; and Marc K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,David W. Aha; Dennis Kibler; and Marc K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,Aha; Kibler; and Albert,"""Instance-Based Learning Algorithms,""",Machine Learning,6,
aha1991,Aha; Kibler; and Albert,Instance-Based Learning Algorithms.,Machine Learning,6(1),
aha1991,Aha; Kibler; and Albert,Instance-Based Learning Algorithms.,Machine Learning,6(1),
aha1991,Aha; Kibler; and Albert,Instance-Based Learning Algorithms.,Machine Learning,6(1),
aha1991,D. Aha; D. Kibler and M. Albert.,Instance-Based Learning Algorithms.,Machine Learning,6,
aha1991,D. Aha; D. Kibler; and M. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Al-bert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Al-bert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,David W. Aha; Dennis Kibler; and Marc K. Albert.,Instance-based learning algorithms.,Machine Learning,6(1),
aha1991,David W. Aha; Dennis Kibler; and Mark K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,David W. Aha; Dennis Kibler; and Mark K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. W. Aha; D. Kibler; and M. K. Albert.,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D.W. Aha; D. Kibler; and M.K. Albert,"Instance-based learning algorithms,",Machine Learning,6,
aha1991,D.W. Aha; D. Kibler; and M.K. Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,Aha; Kibler; and Albert,Instance-based learning algorithms.,Machine Learning,6,
aha1991,D. Aha; D. Kibler; and M. Albert.,Instance-based learning algorithms.,Machine Learning,6: 3766,
conery19xx,Kibler; D. and Conery,Parallelism in AI Programs.,,,
conery1983,John S. Conery and Dennis F. Kibler.,AND parallelism in logic programs.,In Proceedings of International Joint Conference on Artificial Intelligence,,
conery1985,J.S. Conery and D.F. Kibler.,And parallelism and nondeterminism in logic programs.,New Generation Computing,3,
conery1985a,J. S. Conery and D. F. Kibler.,Parallelism in ai programs.,In Proceedings of International Joint Conference on Artificial Intelligence,,
conery1985,J.S. Conery and D.F. Kibler.,And parallelism and nondeterminism in logic programs.,New Generation Computing,3,
aha1991,Aha DW; Kibler D; Albert MK.,"Instance-based Learning Methods,",Machine Learning,6:,
kibler1981,D. Kibler and P. Morris.,Don't be stupid.,In Proceedings of the Seventh International Joint Conference on Artificial Intelligence,,
kibler1985,Dennis Kibler.,Natural generation of heuristics by transforming the problem representation.,,,
kibler1985,Kibler,Natural Generation of Heuristics by Transforming the the Problem Representation.,,,
porter1986,B. Porter and D. Kibler.,Experimental goal regression: A method for learning problem-solving heuristics.,Machine Learning,1,
aha1987,Kibler; D. and Aha,Learning representative exemplars of concepts: An initial case study.,In Proc. of the 4 th International Workshop on Machine Learning,,
aha1987,Dennis Kibler and David W. Aha.,Learning representative exemplars of concepts: An initial case study.,In Proceedings of the 4 th International Workshop on Machine Learning,,
aha1987,Dennis Kibler and David W. Aha.,Learning representative exemplars of concepts: An initial case study.,In Proceedings of the 4 th International Workshop on Machine Learning,,
kibler1988,Kibler; D. and Langley,Machine Learning as an Experimental Science.,,,
kibler1988,Kibler; and Langley,Machine learning as an experimental science.,Machine Learning,3(1),
kibler1988,Kibler D.; Langley P.:,"Machine Learning as an Experimental Science,",Machine Learning,3(1),
kibler1988,Kibler; D. and Langley,Machine Learning as an Experimental Science.,In Proceedings of the Third European Working Session on Learning,,
kibler1989,Kibler; D. and Aha; D. W.,Instance-based prediction of real-valued attributes.,Computational Intelligence,5(2),
kibler1989,Kibler; D. and Aha; D. W.,Instance-based prediction of real-valued attributes.,Computational Intelligence,5(2),
kibler1989,Kibler; Aha; D. W.; and Albert,Instance-based prediction of real-valued attributes.,Computational Intelligence,5,
kibler1989,Kibler; Aha; and Albert,"Instance-based prediction of real-valued attributes,",Computational Intelligence,5,
kibler1989,Kibler; Aha; and Albert,"Instance-based prediction of real-valued attributes,",Computational Intelligence,5,
kibler1989,D. Kibler; D. W. Aha; and M. K. Albert.,Instance-Based Prediction of Real-Valued Attributes.,Computational Intelligence,5,
kibler1989,D. Kibler; D. W. Aha; and M. K. Albert.,Instance-Based Prediction of Real-Valued Attributes.,Computational Intelligence,5,
kibler1989,D. Kibler and D. W. Aha.,Instance-based prediction of real-valued attributes.,Computational Intelligence,5(2),
kibler1989,D. Kibler and D. W. Aha.,Instance-based prediction of real-valued attributes.,Computational Intelligence,5(2),
pazzani1990,Pazzani; M. and Kibler,The Utility of Knowledge in Inductive Learning.,Machine Learning,9(1),
pazzani1990,Pazzani; and Kibler,"""The Utility of Knowledge in Inductive Learning,""",Machine Learning,9,
pazzani1990,Michael Pazzani and Dennis Kibler.,The role of prior knowledge in inductive learning.,Machine Learning,9,
kibler1992,Michael Pazzani and Dennis Kibler.,The role of prior knowledge in inductive learning.,Machine Learning,9,
kibler1992,Michael Pazzani and Dennis Kibler.,The role of prior knowledge in inductive learning.,Machine Learning,9,
kibler1992,Micheal Pazzani and Dennis Kibler.,The utility of knowledge in inductive learning.,Machine Learning,9,
kibler1993,Dennis Kibler (1993).,Some real-world domains for learning problem solvers.,In Proceedings of KCSL93 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93),,
kibler1993,Dennis Kibler (1993).,Some real-world domains for learning problem solvers.,In Proceedings of KCSL93 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93),,
kibler1993,Dennis Kibler (1993).,Some real-world domains for learning problem solvers.,In Proceedings of KCSL93 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93),,
learning1991,Pazzani M. and Kibler D.,The utility of knowledge in inductive learning.,Machine Learning,9(1),
learning1991,Pazzani M. and Kibler D.,The utility of knowledge in inductive learning.,Machine Learning,9(1),
learning1991,Pazzani M. and Kibler D.,The utility of knowledge in inductive learning.,Machine Learning,9(1),
learning1991,Pazzani M. and Kibler D.,The utility of knowledge in inductive learning.,Machine Learning,9(1),
learning1992,Pazzani M; Kibler D.,The utility of knowledge in Inductive learning.,Machine Learning,;9,
learning1992,Pazzani M.; Kibler D.:,"The Utility of Knowledge in Inductive Learning,",in Machine Learning,9,
ourston1994,Ourston; D. and Mooney,Theory refinement combining analytical and empirical methods.,Artificial Intelligence,66(2),
ourston1994,Ourston; D. and Mooney,Theory refinement combining analytical and empirical methods.,Artificial Intelligence,66(2),
ourston1994,Ourston; D. and Mooney,Theory refinement combining analytical and empirical methods.,Artificial Intelligence,66(2),
pazzani1990,M. Pazzani and D. Kibler.,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,"The utility of knowledge in inductive learning,",Machine Learning,9,
pazzani1990,M. Pazzani and D.,"Kibler The utility of knowledge in inductive learning Machine Learning,",,9(1):,
pazzani1990,M. Pazzani and D. Kibler.,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9(1),
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9(1),
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9(1),
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9(1),
pazzani1990,Pazzani; and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning Journal,9(1),
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9(1),
pazzani1990,Pazzani; M. and Kibler,"The Utility of Knowledge in Inductive Learning,",Machine Learning,9(1),
pazzani1990,Pazzani; M. and Kibler,"The Utility of Knowledge in Inductive Learning,",Machine Learning,9(1),
pazzani1990,Pazzani; and Kibler,The Utility of Knowledge in Inductive Learning.,Machine Learning,9:1,
pazzani1990,Pazzani; and Kibler,The Utility of Knowledge in Inductive Learning.,Machine Learning,9:1,
pazzani1990,Pazzani; and Kibler,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,The utility of background knowledge in inductive learning.,Machine Learning 9,,
pazzani1990,Pazzani; and Kibler,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,The utility of prior knowledge in inductive learning.,Machine Learning,9,
pazzani1990,M. Pazzani and D. Kibler.,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,M. Pazzani and D. Kibler.,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,M. Pazzani and D. Kibler.,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,M. Pazzani and D. Kibler.,The utility of knowledge in inductive learning.,Machine Learning,9(1),
pazzani1990,M. Pazzani and D. Kibler.,The utility of knowledge in inductive learning.,Machine Learning,9(1),
pazzani1990,Micheal J. Pazzani and Dennis Kibler.,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Micheal J. Pazzani and Dennis Kibler.,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,M. Pazzani and D. Kibler.,The utility of prior knowledge in inductive learning.,Machine Learning,9,
pazzani1990,M. Pazzani and D. Kibler.,The utility of prior knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Micheal J. Pazzani and Dennis Kibler.,The role of prior knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Micheal J. Pazzani and Dennis Kibler.,The role of prior knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Micheal J. Pazzani and Dennis Kibler.,The role of prior knowledge in inductive learning.,Machine Learning,9,
pazzani1990,M. Pazzani and D. Kibler.,The utility of knowledge in inductive learning.,Machine Learning,9(1),
pazzani1990,Micheal J. Pazzani and Dennis Kibler.,The role of prior knowledge in inductive learning.,Machine Learning,9,
pazzani1990,M. Pazzani and D. Kibler.,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,M. Pazzani and D. Kibler.,The utility of background knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; M. and D. Kibler,"""The Utility of Knowledge in Inductive Learning"",",Machine Learning,9,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9(1):,
pazzani1990,Pazzani; M. and Kibler,The utility of knowledge in inductive learning.,Machine Learning,9(1):,
pazzani1990,M. Pazzani and D. Kibler.,The utility of knowledge in inductive learning.,Machine Learning,9,
pazzani1990,Pazzani; and Kibler,"""The utility of knowledge in inductive learning"",",Machine Learning,9(1),
pazzani1990,Pazzani; and Kibler,"""The utility of knowledge in inductive learning"",",Machine Learning,9(1),
pazzani1990,M. Pazzani and D. Kibler.,The utility of knowledge in inductive learning.,Machine Learning,9(1),
pazzani1990,M. Pazzani and D. Kibler.,The utility of knowledge in inductive learning.,Machine Learning,9(1),
porter1986,Bruce Porter and Dennus Kibler.,Experimental goal regression: A method for learning problem-solving heuristics.,Machine Learning,1,
porter1986,Bruce Porter and Dennus Kibler.,Experimental goal regression: A method for learning problem-solving heuristics.,Machine Learning,1,
porter1986,Bruce Porter and Dennus Kibler.,Experimental goal regression: A method for learning problem-solving heuristics.,Machine Learning,1,
porter1986,Bruce Porter and Dennus Kibler.,Experimental goal regression: A method for learning problem-solving heuristics.,Machine Learning,1,
porter1986,Bruce Porter and Dennus Kibler.,Experimental goal regression: A method for learning problem-solving heuristics.,Machine Learning,1,
ruby1989,David Ruby and Dennis Kibler.,Learning subgoal sequences for planning.,In Proceedings of the Eleventh International Joint Conference on Artificial Intelligence,,
