idx1,idx2,id_1,authors_1,title_1,venue_name_1,venue_vol_1,venue_date_1,blocking_key_1,id_2,authors_2,title_2,venue_name_2,venue_vol_2,venue_date_2,blocking_key_2
308,287,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,II,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
308,288,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,II,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
308,289,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,II,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
308,290,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,II,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
308,291,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,II,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
308,292,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,II,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
308,296,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,II,1990.0,T2F41990,fahlman1990a,fahlman; s. and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems: Proceedings of the 1989 Conference,,1990.0,T2F41990
308,297,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,II,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T2F41990
308,298,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,II,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T2F41990
308,307,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,II,1990.0,T2F41990,fahlman1990a,fahlman; s.e. and lebiere,the cascade-correlation architecture.,In:Advances in Neural Information Processing Systems,,1990.0,T2F41990
309,226,fahlman1990a,fahlman; s.e. and lebiere,"""the cascade correlation learning architecture,""",NIPS,Vol. 2,1990.0,"""3F41990",fahlman1990a,fahlman; s. and lebiere,"""the cascade-correlation learning architecture"".",,,1990.0,"""3F41990"
310,248,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2),,1989.0,T2F41989
310,249,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2),,1989.0,T2F41989
310,250,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2),,1989.0,T2F41989
310,251,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2),,1989.0,T2F41989
310,252,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2),,1989.0,T2F41989
310,253,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2),,1989.0,T2F41989
310,254,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2),,1989.0,T2F41989
310,255,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2),,1989.0,T2F41989
310,256,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2),,1989.0,T2F41989
310,257,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2).,,1989.0,T2F41989
310,258,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2).,,1989.0,T2F41989
310,261,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (Vol.,,1989.0,T2F41989
310,262,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2),,1989.0,T2F41989
310,268,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,volume 2,1989.0,T2F41989
310,299,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2,1989.0,T2F41989
310,300,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; and lebiere,"the cascade-correlation learning architecture. in touret-zky,",Advances in Neural Information Processing Systems,Vol. 2,1989.0,T2F41989
310,301,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,Vol. 2,1989.0,T2F41989
310,302,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,Vol. 2,1989.0,T2F41989
310,303,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,Vol. 2,1989.0,T2F41989
310,304,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,2,1989.0,T2F41989
310,305,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,2,1989.0,T2F41989
310,306,fahlman1990a,fahlmann; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems 2 (NIPS-2),,1989.0,T2F41989,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,2,1989.0,T2F41989
311,206,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
311,209,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere,"the cascade-correlation learning architecture,",,,1990.0,T2S11990
311,210,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
311,219,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
311,223,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. fahlman and c. lebiere,"the casade-correlation learning architecture,",,,1990.0,T2S11990
311,229,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
311,237,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
311,238,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
311,239,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
311,246,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s.e. fahlman and c. lebiere,"the cascade-correlation learning architecture,",Advances in Neural Information Processing 2,,1990.0,T2S11990
312,206,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
312,209,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere,"the cascade-correlation learning architecture,",,,1990.0,T2S11990
312,210,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
312,219,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s.e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
312,223,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. fahlman and c. lebiere,"the casade-correlation learning architecture,",,,1990.0,T2S11990
312,229,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and christian lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
312,237,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
312,238,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
312,239,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,,,1990.0,T2S11990
312,246,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s.e. fahlman and c. lebiere,"the cascade-correlation learning architecture,",Advances in Neural Information Processing 2,,1990.0,T2S11990
312,311,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990,fahlman1990a,s. e. fahlman and c. lebiere.,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2S11990
313,194,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architec ture,",,,1990.0,T2F41990
313,195,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,",,,1990.0,T2F41990
313,196,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,197,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,198,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,199,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,200,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,204,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,205,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,207,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman s. e.; lebiere c.,"the cascade-correlation learning architecture,",,,1990.0,T2F41990
313,208,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,212,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,214,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,215,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,216,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,217,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,218,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,225,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,227,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,231,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,232,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,233,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,236,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,241,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,,,1990.0,T2F41990
313,259,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems (volume 2).,,1990.0,T2F41990
313,263,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,","""Advances in Neural Information Processing Systems""",Vol. 2,1990.0,T2F41990
313,264,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,",`Advances in Neural Information Processing Systems',Vol. 2,1990.0,T2F41990
313,265,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,"the cascade-correlation learning architecture,","""Advances in Neural Information Processing Systems""",Vol. 2,1990.0,T2F41990
313,266,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation architecture.,In Advances in Neural Information Processing Systems,Volume 2,1990.0,T2F41990
313,267,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation architecture.,In Advances in Neural Information Processing Systems,Volume 2,1990.0,T2F41990
313,269,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,vol. 2,1990.0,T2F41990
313,270,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation learning architecture.,In Neural Information Processing Systems,2.,1990.0,T2F41990
313,271,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade correlation learning architecture.,In Neural Information Processing Systems,2.,1990.0,T2F41990
313,272,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T2F41990
313,273,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation architecture.,Advances in Neural Information Processing Structures,2,1990.0,T2F41990
313,274,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning algorithm.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
313,275,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; s. e. and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2.,1990.0,T2F41990
313,276,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade correlaion learning architecture.,NIPS.,,1990.0,T2F41990
313,277,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation architecture.,In Advances in Neural Information Processing Systems,Vol. 2.,1990.0,T2F41990
313,278,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation architecture.,In Advances in Neural Information Processing Systems,Vol. 2.,1990.0,T2F41990
313,279,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in 43 Neural Information Processing Systems,2,1990.0,T2F41990
313,280,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade correlation architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
313,281,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T2F41990
313,282,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,Vol. 2).,1990.0,T2F41990
313,283,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,In Advances in Neural Information Processing Systems,2.,1990.0,T2F41990
313,284,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
313,285,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
313,286,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
313,287,fahlman1990a,fahlman s. and lebiere c.,the cascade correlation learning architecture.,Advances in Neural Information Processing Systems,volume2,1990.0,T2F41990,fahlman1990a,fahlman; and lebiere,the cascade-correlation learning architecture.,Advances in Neural Information Processing Systems,2,1990.0,T2F41990
