id,authors,title,venue_name,venue_vol,venue_date,blocking_key
pazzani1990,pazzani; m. j. and kibler,the role of prior knowledge in inductive learning.,Ma chine Learning,vol.9 (1992),,
pazzani1990,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,m. pazzani and d. kibler,"""the utility of knowledge in inductive learning,""",Machine Learning,vol.9,,
pazzani1990,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,michael pazzani and dennis kibler.,the utility of knowledge in inductive learning.,Machine Learning,(9),,
pazzani1990,m. pazzani and d. kibler,"""the utility of knowledge in inductive learning,""",Machine Learning,vol.9,,
pazzani1990,m. pazzani and d. kibler,"""the utility of knowledge in inductive learning,""",Machine Learning,vol.9,,
pazzani1990,michael pazzani and dennis kibler.,the utility of knowledge in inductive learning.,Machine Learning Journal,,,
pazzani1990,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
pazzani1990,pazzani m. and kibler d.,the utility of knowledge in inductive learning.,Machine Learning,9,,
porter1986,porter; and kibler; d. f.,experimental goal regression: a method for learning problem-solving heuristics.,Machine Learning,1,,
porter1986,porter; and kibler; d. f.,experimental goal regression: a method for learning problem-solving heuristics.,Machine Learning,1,,
porter1986,porter; and kibler; d. f.,experimental goal regression: a method for learning problem-solving.,Machine Learning,1 (3),,
porter1986,porter; and kibler; d. f.,experimental goal regression: a method for learning problem-solving.,Machine Learning,1 (3),,
porter1986,porter; and kibler; d. f.,experimental goal regression: a method for learning problem-solving.,Machine Learning,1 (3),,
ruby1989,d. ruby and d. kibler.,learning subgoal sequences for planning.,In Proceedings of IJCAI-89,,,
ruby1989,ruby; and kibler,learning subgoal sequences for planning.,Proceedings of the Eleventh International Joint Conference on Artificial Intelligence .,,,
ruby1991,ruby; and kibler,learning subgoal sequences for planning.,In Proceedings of AAAI-91.,,,
ruby1991,ruby; and kibler,learning subgoal sequences for planning.,In Proceedings of AAAI-91.,,,
ruby1991,ruby; and kibler,learning subgoal sequences for planning.,In Proceedings of AAAI-91.,,,
ruby1991a,ruby; kibler,steppingstone: an empirical and analytical evaluation.,In Proceedings of the Ninth National Conference on Artificial Intelligence.,,,
ruby1991a,ruby; kibler,steppingstone: an empirical and analytical evaluation.,Proceedings of the Ninth National Conference on Artificial Intelligence.,,,
ruby1992,ruby; and kibler,learning episodes for optimization.,In Machine Learning : proceedings of the Ninth International Workshop (ML92),,,
ruby1992,david ruby and dennis kibler.,learning episodes for optimization.,In Machine Learning : proceedings of the Ninth International Workshop (ML92),,,
ruby1992,david ruby and dennis kibler.,learning episodes for optimization.,In Machine Learning : proceedings of the Ninth International Workshop (ML92),,,
ruby1992,david ruby and dennis kibler.,learning episodes for optimization.,In Machine Learning : proceedings of the Ninth International Workshop (ML92),,,
rudy1992,rudy; kibler,learning episodes for optimization.,Proceedings of the Ninth International Conference on Machine Learning,,,
skiblics1996,suzanne skiblics; edward j. klimas; and david a. thomas.,smalltalk with style.,,,,
standish1976,t. a. standish; d. c. harriman; d. f. kibler; and j. m. neighbors,"the irvine program transformation catalogue,",,,,
webber1994,townsend-webber; t. and kibler,instance-based prediction of continuous values.,AAAI Workshop on Case-based Reasoning.,,,
weber1994,townsend-weber; and kibler,instance-based prediction of continuous values.,Proceedings of the 1994 AAAI Workshop on Case-Based Reasoning,,,
weber1994,townsend-weber; and kibler,instance-based prediction of continuous values.,Proceedings of the 1994 AAAI Workshop on Case-Based Reasoning,,,
weber1994,townsend-weber; and kibler,instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,
weber1994,townsend-weber; and kibler,instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,
weber1994,townsend-weber; and kibler,instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,
weber1994,townsend-weber; and kibler,instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,
weber1994,townsend-weber; and kibler,instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,
weber1994,townsend-weber; and kibler,instance-based prediction of continuous values.,Working Notes of the AAAI94 Workshop on Case-Based Reasoning,,,
weber1994,townsend-weber; and kibler,instance-based prediction of continuous values.,Case-Based Reasoning: Papers from the 1994 Workshop,,,
weber1994,townsend-weber; and kibler,instance-based prediction of continuous values.,Case-Based Reasoning: Papers from the 1994 Workshop,,,
aha1987,aha; d. and kibler,learning representative exemplars of concepts: an initial case study.,In Proceedings of the Fourth International Conference on Machine Learning,,,
aha1987,aha; d. and kibler,learning representative exemplars of concepts: an initial case study.,In Proceedings of the Fourth International Conference on Machine Learning,,,
aha1987,aha; d. and kibler,learning representative exemplars of concepts: an initial case study.,In Proceedings of the Fourth International Conference on Machine Learning,,,
aha1987,d. kibler and d. w. aha.,learning representative exemplars of concepts: an initial case study.,In Proceedings of the Fourth International Workshop on Machine Learning,,,
aha1987,d. kibler and d.w. aha,learning representative examples of concepts: an initial case study.,Proceedings of the Fourth International Workshop on Machine Learning,,,
aha1987,dennis kibler and david w. aha.,"learning representative exemplars of concepts: an initial case study. in p. langley, editor,",Proc. 4th International Workshop on Machine Learning,,,
kibler1988a,d. kibler and d. w. aha,"comparing instance averaging and instance filtering learning algorithms,",Proceedings of 3rd European Working Session on Learning,,,
kibler1988a,d. kibler and d. w. aha,"comparing instance averaging and instance filtering learning algorithms,",Proceedings of 3rd European Working Session on Learning,,,
kibler1988a,d. kibler and d. w. aha,"comparing instance averaging and instance filtering learning algorithms,",Proceedings of 3rd European Working Session on Learning,,,
kibler1988a,d. kibler and d. w. aha,"comparing instance averaging and instance filtering learning algorithms,",Proceedings of 3rd European Working Session on Learning,,,
aha1991,d. aha; d. kibler; and m. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. aha; d. kibler; and m. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. aha; d. kibler; and m. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d.w. aha; d. kibler; and m.k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,david w. aha; dennis kibler; and mark k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,david w. aha; dennis kibler; and mark k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; d. kibler; and m. albert.,instance-based learning algorithms.,Machine Learning,7,,
aha1991,aha; d. w.; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6:,,
aha1991,aha; d. w.; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6:,,
aha1991,aha; d. w.; kibler; d. and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; kibler; d. and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; kibler; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; kibler; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; kibler; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; d. w.; kibler; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; d. w.; kibler; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; d. w.; kibler; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; kibler; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; d. w.; kibler; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; d. w.; kibler; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; d. w.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; d. w.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; d. w.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; d. w.; kibler; albert,instance-based learning algorithms.,Mac hine Learning,6:,,
aha1991,aha; d. kibler; and m. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; kibler; d. and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6 (1),,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,7,,
aha1991,aha; d.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; kibler; and albert,"instance-based learning algorithms,",Machine Learning,6,,
aha1991,aha; kibler; and albert,"instance-based learning algorithms,",Machine Learning,6,,
aha1991,aha; d.w.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler and m. k. albert.,(1991) instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,david w. aha; dennis kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6:,,
aha1991,aha; d. w.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; d. w.; kibler; d.; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d aha; d kibler; and m albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d w aha; d kibler; and m k albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. aha; d. kibler; and m. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. aha; d. kibler; and m. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instancebased learning algorithms.,Machine Learning,6(1),,
aha1991,d.w. aha; d. kibler; and m.k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d.w. aha; d. kibler; and m.k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d.w. aha; d. kibler; and m.k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,david w. aha; dennis kibler; and marc k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,david w. aha; dennis kibler; and marc k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,david w. aha; dennis kibler; and marc k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. albert.,instance-based learning algorithms.,Machine Learning,6:,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d.w. aha; d. kibler and m.k. albert,. instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. aha and d. kibler.,noise-tolerant instance-based learning algorithms.,Machine Learning,8:,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,david w. aha; dennis kibler; and marc k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d w aha; d kibler; and m k albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. aha; d. kibler; and m. albert.,instance-based learning algorithms.,Machine Learning,6:,,
aha1991,d. w. aha; d. kibler; and j. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,david w. aha; dennis kibler; and marc k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,david w. aha; dennis kibler; and marc k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; kibler; and albert,"""instance-based learning algorithms,""",Machine Learning,6,,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,d. aha; d. kibler and m. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. aha; d. kibler; and m. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. al-bert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. al-bert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,david w. aha; dennis kibler; and marc k. albert.,instance-based learning algorithms.,Machine Learning,6(1),,
aha1991,david w. aha; dennis kibler; and mark k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,david w. aha; dennis kibler; and mark k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. w. aha; d. kibler; and m. k. albert.,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d.w. aha; d. kibler; and m.k. albert,"instance-based learning algorithms,",Machine Learning,6,,
aha1991,d.w. aha; d. kibler; and m.k. albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,aha; kibler; and albert,instance-based learning algorithms.,Machine Learning,6,,
aha1991,d. aha; d. kibler; and m. albert.,instance-based learning algorithms.,Machine Learning,6: 3766,,
conery19xx,kibler; d. and conery,parallelism in ai programs.,,,,
conery1983,john s. conery and dennis f. kibler.,and parallelism in logic programs.,In Proceedings of International Joint Conference on Artificial Intelligence,,,
conery1985,j.s. conery and d.f. kibler.,and parallelism and nondeterminism in logic programs.,New Generation Computing,3,,
conery1985a,j. s. conery and d. f. kibler.,parallelism in ai programs.,In Proceedings of International Joint Conference on Artificial Intelligence,,,
conery1985,j.s. conery and d.f. kibler.,and parallelism and nondeterminism in logic programs.,New Generation Computing,3,,
aha1991,aha dw; kibler d; albert mk.,"instance-based learning methods,",Machine Learning,6:,,
kibler1981,d. kibler and p. morris.,don't be stupid.,In Proceedings of the Seventh International Joint Conference on Artificial Intelligence,,,
kibler1985,dennis kibler.,natural generation of heuristics by transforming the problem representation.,,,,
kibler1985,kibler,natural generation of heuristics by transforming the the problem representation.,,,,
porter1986,b. porter and d. kibler.,experimental goal regression: a method for learning problem-solving heuristics.,Machine Learning,1,,
aha1987,kibler; d. and aha,learning representative exemplars of concepts: an initial case study.,In Proc. of the 4 th International Workshop on Machine Learning,,,
aha1987,dennis kibler and david w. aha.,learning representative exemplars of concepts: an initial case study.,In Proceedings of the 4 th International Workshop on Machine Learning,,,
aha1987,dennis kibler and david w. aha.,learning representative exemplars of concepts: an initial case study.,In Proceedings of the 4 th International Workshop on Machine Learning,,,
kibler1988,kibler; d. and langley,machine learning as an experimental science.,,,,
kibler1988,kibler; and langley,machine learning as an experimental science.,Machine Learning,3(1),,
kibler1988,kibler d.; langley p.:,"machine learning as an experimental science,",Machine Learning,3(1),,
kibler1988,kibler; d. and langley,machine learning as an experimental science.,In Proceedings of the Third European Working Session on Learning,,,
kibler1989,kibler; d. and aha; d. w.,instance-based prediction of real-valued attributes.,Computational Intelligence,5(2),,
kibler1989,kibler; d. and aha; d. w.,instance-based prediction of real-valued attributes.,Computational Intelligence,5(2),,
kibler1989,kibler; aha; d. w.; and albert,instance-based prediction of real-valued attributes.,Computational Intelligence,5,,
kibler1989,kibler; aha; and albert,"instance-based prediction of real-valued attributes,",Computational Intelligence,5,,
kibler1989,kibler; aha; and albert,"instance-based prediction of real-valued attributes,",Computational Intelligence,5,,
kibler1989,d. kibler; d. w. aha; and m. k. albert.,instance-based prediction of real-valued attributes.,Computational Intelligence,5,,
kibler1989,d. kibler; d. w. aha; and m. k. albert.,instance-based prediction of real-valued attributes.,Computational Intelligence,5,,
kibler1989,d. kibler and d. w. aha.,instance-based prediction of real-valued attributes.,Computational Intelligence,5(2),,
kibler1989,d. kibler and d. w. aha.,instance-based prediction of real-valued attributes.,Computational Intelligence,5(2),,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
pazzani1990,pazzani; and kibler,"""the utility of knowledge in inductive learning,""",Machine Learning,9,,
pazzani1990,michael pazzani and dennis kibler.,the role of prior knowledge in inductive learning.,Machine Learning,9,,
kibler1992,michael pazzani and dennis kibler.,the role of prior knowledge in inductive learning.,Machine Learning,9,,
kibler1992,michael pazzani and dennis kibler.,the role of prior knowledge in inductive learning.,Machine Learning,9,,
kibler1992,micheal pazzani and dennis kibler.,the utility of knowledge in inductive learning.,Machine Learning,9,,
kibler1993,dennis kibler (1993).,some real-world domains for learning problem solvers.,In Proceedings of KCSL93 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93),,,
kibler1993,dennis kibler (1993).,some real-world domains for learning problem solvers.,In Proceedings of KCSL93 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93),,,
kibler1993,dennis kibler (1993).,some real-world domains for learning problem solvers.,In Proceedings of KCSL93 3rd International Workshop on Knowledge Compilation and Speedup Learning (in ICML93),,,
learning1991,pazzani m. and kibler d.,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
learning1991,pazzani m. and kibler d.,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
learning1991,pazzani m. and kibler d.,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
learning1991,pazzani m. and kibler d.,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
learning1992,pazzani m; kibler d.,the utility of knowledge in inductive learning.,Machine Learning,;9,,
learning1992,pazzani m.; kibler d.:,"the utility of knowledge in inductive learning,",in Machine Learning,9,,
ourston1994,ourston; d. and mooney,theory refinement combining analytical and empirical methods.,Artificial Intelligence,66(2),,
ourston1994,ourston; d. and mooney,theory refinement combining analytical and empirical methods.,Artificial Intelligence,66(2),,
ourston1994,ourston; d. and mooney,theory refinement combining analytical and empirical methods.,Artificial Intelligence,66(2),,
pazzani1990,m. pazzani and d. kibler.,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,"the utility of knowledge in inductive learning,",Machine Learning,9,,
pazzani1990,m. pazzani and d.,"kibler the utility of knowledge in inductive learning machine learning,",,9(1):,,
pazzani1990,m. pazzani and d. kibler.,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
pazzani1990,pazzani; and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning Journal,9(1),,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
pazzani1990,pazzani; m. and kibler,"the utility of knowledge in inductive learning,",Machine Learning,9(1),,
pazzani1990,pazzani; m. and kibler,"the utility of knowledge in inductive learning,",Machine Learning,9(1),,
pazzani1990,pazzani; and kibler,the utility of knowledge in inductive learning.,Machine Learning,9:1,,
pazzani1990,pazzani; and kibler,the utility of knowledge in inductive learning.,Machine Learning,9:1,,
pazzani1990,pazzani; and kibler,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,the utility of background knowledge in inductive learning.,Machine Learning 9,,,
pazzani1990,pazzani; and kibler,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,the utility of prior knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,m. pazzani and d. kibler.,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,m. pazzani and d. kibler.,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
pazzani1990,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
pazzani1990,micheal j. pazzani and dennis kibler.,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,micheal j. pazzani and dennis kibler.,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,m. pazzani and d. kibler.,the utility of prior knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,m. pazzani and d. kibler.,the utility of prior knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,micheal j. pazzani and dennis kibler.,the role of prior knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,micheal j. pazzani and dennis kibler.,the role of prior knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,micheal j. pazzani and dennis kibler.,the role of prior knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
pazzani1990,micheal j. pazzani and dennis kibler.,the role of prior knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,m. pazzani and d. kibler.,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,m. pazzani and d. kibler.,the utility of background knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; m. and d. kibler,"""the utility of knowledge in inductive learning"",",Machine Learning,9,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9(1):,,
pazzani1990,pazzani; m. and kibler,the utility of knowledge in inductive learning.,Machine Learning,9(1):,,
pazzani1990,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,Machine Learning,9,,
pazzani1990,pazzani; and kibler,"""the utility of knowledge in inductive learning"",",Machine Learning,9(1),,
pazzani1990,pazzani; and kibler,"""the utility of knowledge in inductive learning"",",Machine Learning,9(1),,
pazzani1990,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
pazzani1990,m. pazzani and d. kibler.,the utility of knowledge in inductive learning.,Machine Learning,9(1),,
porter1986,bruce porter and dennus kibler.,experimental goal regression: a method for learning problem-solving heuristics.,Machine Learning,1,,
porter1986,bruce porter and dennus kibler.,experimental goal regression: a method for learning problem-solving heuristics.,Machine Learning,1,,
porter1986,bruce porter and dennus kibler.,experimental goal regression: a method for learning problem-solving heuristics.,Machine Learning,1,,
porter1986,bruce porter and dennus kibler.,experimental goal regression: a method for learning problem-solving heuristics.,Machine Learning,1,,
